카카오위치명,위도,경도,인스타위치명
스튜디오 듀이,37.4413244557855,127.146445069527,스튜디오듀이
삽다리곱창,37.4325608550721,127.129760005293,삽다리 곱창
스타필드시티 위례,37.48011055297601,127.14840204005722,위례스타필드
애림식물원,37.4216763672599,127.167225206911,도촌동
익산미륵사지,36.0124162512757,127.031276915824,익산
모랩스튜디오카페,37.5546210388395,126.912223720905,모랩 스튜디오
그림제작소,37.5111369537619,127.107387745023,그림제작소
석촌호수 서호,37.5076807262772,127.099112837006,잠실
도넛드로잉,37.3526306443227,127.100734834548,도넛드로잉
이화여자대학교,37.562544705628845,126.94765009467245,이화여자대학교 Ewha Womans University
형제들감자탕,37.517558216692,126.908434778845,형제들감자탕
카메,37.4128348054094,127.256212124962,카메
모퉁,37.45317655151276,127.12765503086565,Motoong
총각네횟집,37.6235342764076,127.153140719642,총각네회집
비주류,37.4319416548609,127.132380236561,모란비주류
한강,37.5250892160129,126.947545050571,여의도
히사,37.4322460140893,127.133345686063,모란 히사
서울숲카페거리,37.5464440372535,127.043028992489,성수동
스타벅스 성남모란DT점,37.4292121881325,127.133438599909,스타벅스 모란DT점
리치카페,37.43272311572971,127.1296891027955,리치카페
별림당,37.432408323247,127.134030679891,별림당
참사랑해,37.53946148702501,127.14104269523959,사랑해♥
카페아일랜드,37.4326328712051,127.159290698524,카페아일랜드
돌판구이풍경,37.4402877059449,127.123264567646,풍경 돌판구이
광양시티프라자,34.9353934053293,127.694425956102,광양시티프라자
카페 정순,37.431429389603345,127.13281546157693,카페정순
용산가족공원,37.5217984491514,126.983574610978,용산공원
그라운드시소 서촌,37.5778385914657,126.972916300185,그라운드시소 서촌
SETEC,37.4959006734666,127.072196986216,SETEC 세텍
오렌즈 성남모란점,37.4323787310987,127.12986815913,오렌즈 성남모란점
의재미술관,35.1293889058934,126.967462562062,의재미술관
내셔널트러스트 문화유산기금,37.592978381264125,127.00034874892293,내셔널트러스트 문화유산기금
맛찬들왕소금구이 성남모란점,37.4312554204404,127.130453745917,맛찬들 왕소금구이 모란점
성남센트럴푸르지오시티오피스텔,37.435517310355614,127.13830394834444,성남센트럴푸르지오시티
영장산,37.45393615592939,127.13803044139628,복정동
기아 위례지점,37.46479530704159,127.14170261126064,"위례, Wirye"
김과장고깃집,37.4415029150309,127.144935718194,김과장고깃집
언오디너리,37.5655256403887,126.990843041938,언오디너리
