카카오위치명,위도,경도,인스타위치명
더현대서울,37.525872071029134,126.92844612411159,더현대서울 The Hyundai Seoul
보니따라움 판교점,37.38499039556755,127.11238932422413,보니따라움
브로테나인,37.3900825437747,127.092042328886,브로테나인
방아깐,37.3902911895033,127.092543969087,방아깐
울프스덴,37.40035238564337,127.10703294599723,판교 울프스덴
컬러나인한의원,37.3954650432078,127.112113597003,컬러나인한의원
모란역 8호선,37.4340382896277,127.129970457799,모란역
알파돔타워,37.39426563481574,127.11035574099053,알파돔타워
AK플라자 AKTown점,37.2655524309286,127.000689957099,수원 Aktown
커피인류 판교월드마크점,37.3954204191893,127.113554546056,커피인류 판교월드마크점
홀썸치킨 판교점,37.39538259368573,127.11353641984125,판교 홀썸치킨
우지커피 판교W시티점,37.4040238209119,127.100087522272,W-우림씨티
DDP패션몰,37.5673174505789,127.012156747242,동대문디자인플라자 DDP
송계옥 본점,37.5128857757761,127.110349182285,송계옥
제주도,33.379777816446165,126.54587355630036,제주도 제주
스시소라 정자점,37.3651563637703,127.106296580762,스시소라 정자점
바스트로37,37.3628475568578,127.164159608864,바스트로37 - Barstro37
서현역 수인분당선,37.3850154269126,127.123431479636,서현역
호텔수성 수성스퀘어,35.82523145387428,128.62017625871852,수성호텔 수성스퀘어
그랜드워커힐서울,37.55514849882434,127.110890191492,Grand Walkerhill Seoul 그랜드 워커힐 서울
그래니살룬,37.361846655643895,127.10656057133639,그래니살룬
벙크오프,37.4297439436267,127.093926852603,벙크오프 bunk off
서울어린이대공원 놀이동산,37.55147494441319,127.0837947580967,서울대공원 어린이동물원 (Children’s Grand Park)
에이치스퀘어,36.5547488904479,128.762071419568,에이치스퀘어(H-Square)
가산로데오거리,37.4781198925424,126.888105599941,가산동
람바다,37.3971455654595,127.110070850226,람바다
리조트휘트니스 판교점,37.3912309780846,127.078835909134,리조트휘트니스 판교점
연인의정원,37.3910061131473,127.098718492921,연인의 정원
아트담,37.3904531468186,127.092833255707,아트담
청계산,37.42263611257473,127.0415086008533,청계산
연신내로데오거리,37.6188202127991,126.919596892691,연신내 로데오거리
시추안하우스 삼성점,37.5096145291272,127.058130993444,시추안하우스
불암산,37.66367185054125,127.09527259635534,경기도 남양주
배곧신도시 호반베르디움,37.3684617738417,126.73258195261,배곧신도시
광주경찰서,37.408267273136,127.239583690907,경기도 광주-Gwangju
하우즈하우스,37.384354287621626,127.11142181681524,하우즈하우스
진주혁신도시정류소,35.1805845287216,128.14755837160348,진주 혁신도시
산본로데오거리,37.3592981746466,126.932006714896,산본중심상가
말똥도넛,37.7303618267544,126.704525685412,말똥도넛
헤드비갤러리,37.3906426557248,127.080109088319,Hedwig gallery
버클짐휘트니스 판교점,37.3974104090307,127.112049862917,버클짐
미나스가든,37.40421637578,127.117055574063,미나스가든
마페티,36.98925976272647,127.1167334184837,마페네
일상엔베이커리카페,37.27035019633002,127.0081853044886,수원역카페 일상엔
오리역 수인분당선,37.3398305519823,127.108948940053,오리역
핑거크로스,37.3974233859687,127.113558697257,핑거크로스
카페하이웨스트 판교점,37.3926170615586,127.111956902457,카페 하이웨스트 판교점
논현가구거리,37.5124049314709,127.024779773951,강남논현동
산본역 4호선,37.3580193085257,126.933046329836,산본역
르나뷰티헤어살롱,37.379395054665274,127.11610355782094,분당미용실 르나뷰티헤어살롱
카페마르티니크,37.4944815083804,126.723326526607,마르티니크
반포자이아파트,37.507593627369744,127.01319324046412,반포자이
강남역 2호선,37.49808633653005,127.02800140627488,강남역
느와르블랑하우스,37.51605592242115,127.02824565809877,NOIR BLANC
백현마을5단지휴먼시아아파트,37.389827491910275,127.11196178790861,백현마을 5단지 휴먼시아
판교테크원타워,37.39543330064149,127.11233150900603,판교테크원타워
라디오베이 파라다이스시티점,37.4377432354993,126.45600950737,라디오베이 - RADIO BAY
포쉬네일 판교점,37.3977768198316,127.113315289217,포쉬네일 판교아브뉴프랑점
성남시청,37.41992130568894,127.12651405761832,성남시청 Seongnam City Hall
스시 코호시,37.4012862988573,127.110456388288,스시코호시
원조부안집,37.48645611389833,126.91281121634523,원조 부안집
디어스 판교,37.41333553354138,127.09832871120517,디어스판교
풍림아이원플러스,37.3893019368305,127.12223248858,풍림아이원플러스
스케줄 청담,37.524596692327,127.042703080533,스케줄청담
프렛베이커리,37.3836912201199,127.14970228531,pretbakery
B&C스포츠,37.6036606751825,127.136679262101,비앤씨스포츠
한국잡월드,37.3784834384883,127.106286030845,한국잡월드
어나더쥬얼리,37.5869753472496,127.17421546445269,어나더쥬얼리
파파라구,37.3857152081619,127.111978256492,Papa Ragu
고기리유원지,37.3593307023498,127.067835284984,대장동
BMW 삼천리모터스 안양전시장,37.38674692763588,126.94579648056312,BMW 안양전시장
판교도서관,37.39220567831612,127.0904526477012,판교도서관
한남오거리,37.5333069461662,127.007553219352,한남오거리
차바이오컴플렉스,37.4039594551541,127.111598798382,차바이오컴플렉스
우정사업조달센터,36.12492045654641,128.18202254880234,우정사업조달센터
아브뉴엘 광교아브뉴프랑 본점,37.2915772163976,127.050483453629,광교아브뉴프랑
온센 판교점,37.3954532946027,127.112150847163,온센 판교점
레인지엑스 역삼,37.4954655249392,127.039805138966,레인지엑스역삼
다비치안경 서현점,37.38940956816462,127.12270694086209,다비치안경 서현점
판교마을,35.2549753793437,127.629066385781,판교마을
한국민속촌,37.2596098203239,127.1197995844,기흥구
나잇나잇,35.8180671631347,127.13908543343,나잇나잇 -Night Night
고매커피,37.21943930335886,127.1106526235713,고매커피
롯데백화점 동탄점,37.20070867365914,127.09791931212142,롯데백화점 동탄점
에스핏,33.4889074662168,126.430720375637,에스핏
어디고 서울지사,37.5073914865238,127.056821824842,광진구 어딘가
정자역 수인분당선,37.3661737923199,127.108097457244,정자역
미금역 수인분당선,37.35007159880101,127.10900662549734,미금역
유스페이스1빌딩,37.401006210570415,127.10738173306315,판교 유스페이스
새에덴교회,37.32179829708233,127.11914006355948,새에덴 교회
에버랜드,37.293101115700345,127.20219830178264,경기도 용인
코오롱모터스 분당전시장 전기차충전소,37.3743702267519,127.144553554183,코오롱모터스 분당전시장
