content,date,like,place,tags
"4/15 평균 페이스 5'11"" 마지막 1km 기록만 4분대...느려졌다..기록 좋게 나오면 좋겠지만 몸무게 먼저 줄었으면 좋겠다...⠀#판교#분당#백현동#정자동#탄천#러닝 #플레이트캐리어#nrc #보메로14#크로스핏#나이키런#나이키러닝화#나이키런클럽 #러닝스타그램#나이키러닝#런스타그램#러닝번개 #같이뛰고싶다 platecarrier#4km#nikerunning #nikerunclub#nikerun#511tactical#concept2#로잉머신5000m #컨셉2로잉머신 은 장식용으로...",2022-04-17,38,탄천길,"['#', '#', '#', '#정자동', '#', '#', '#', '#nrc', '#', '#', '#', '#', '#', '#', '#', '#', '#러닝번개', '#같이뛰고싶다', '#4km', '#nikerunning', '#nikerunclub', '#nikerun', '#511tactical', '#concept2', '#로잉머신5000m', '#컨셉2로잉머신']"
💚방문해주셔서 감사합니다 🙏시그니처메뉴인 바닐라라떼도 도전해 보세요😉부드럽게 달달한 🍶#리그램 - @_hyoung_seok by @get_regrammer#판교 #커피인류 #잠시커피 #모카라떼 #달달하네 #수고했어오늘도 #커피인류판교월드마크점,2022-04-17,25,판교역,"['#리그램', '#판교', '#커피인류', '#잠시커피', '#모카라떼', '#달달하네', '#수고했어오늘도', '#커피인류판교월드마크점']"
주말운동 #분당 #판교 #야탑 #이매동 #분당몬스터무에타이 #몬스터무에타이 #분당무에타이 #분당킥복싱 #분당복싱 #분당격투기 #호신술 #다이어트 #체력단련 #자신감향상 #스트레스해소 #PT #주말운동 #스파링,2022-04-17,24,,"['#분당', '#판교', '#야탑', '#이매동', '#분당몬스터무에타이', '#몬스터무에타이', '#분당무에타이', '#분당킥복싱', '#분당복싱', '#분당격투기', '#호신술', '#다이어트', '#체력단련', '#자신감향상', '#스트레스해소', '#PT', '#주말운동', '#스파링']"
#우래옥 직원들이 차리셨다는#수래옥맛집에 크게 감흥 없어하는 남편도어떻게 국물에서 이런맛이 나지?라고 말할 정도예요👍🏻👍🏻👍🏻찬기운으로 느껴지는 고기의 깊은 감칠맛이격조있게 내 입을 사로잡는 맛입니다😃정갈하고 깔끔한 맛을 선호하신다면 강추!!앞으로 #평양냉면 은 여기👍🏻👍🏻👍🏻👍🏻그 밖에 말해모한 #황소고집전창에 뷰 도 좋고 가게가 예뻤던#더돈까스광교저녁은 #순두부찌개 #스팸..#커피#맛집#용인#수지맛집#용인맛집#수지맘#광교맘#광교#판교#분당#분당맛집#광교맛집#판교맛집#판교맘#동탄맛집#동탄맘#오포맛집#핫플레이스,2022-04-17,44,수래옥,"['#우래옥', '#수래옥맛집에', '#평양냉면', '#황소고집전창에', '#더돈까스광교저녁은', '#순두부찌개', '#스팸', '#커피', '#맛집', '#용인', '#수지맛집', '#용인맛집', '#수지맘', '#광교맘', '#광교', '#판교', '#분당', '#분당맛집', '#광교맛집', '#판교맛집', '#판교맘', '#동탄맛집', '#동탄맘', '#오포맛집', '#핫플레이스']"
평일 반반차 차검 받고 한가롭게 혼자 브런치 먹으며 유유자적 했던 날. 소소하지만 가끔 이런게 추억으로 자리잡다 떠오르더라 ☺️...,2022-04-17,75,판교 브릿지타워,[]
#판교#연탄고추장삼겹살#중앙공원 산책#맑고 청명한 날,2022-04-17,3,,"['#판교', '#연탄고추장삼겹살', '#중앙공원', '#맑고']"
히힛🖤📸..#데일리 #데일리룩 #데일리스타그램 #일상 #셀카 #셀피 #메이크업 #맞팔 #선팔맞팔 #인친환영 #팔로우미 #압구정 #분당 #판교 #용인 #서울 #경기 #daily #dailylook #dailylife #ootd #ootdfashion #fashoin #makeup #fff #likeforlikes #likeforfollow #dailyinsta,2022-04-17,28,청담동,"['#데일리', '#데일리룩', '#데일리스타그램', '#일상', '#셀카', '#셀피', '#메이크업', '#맞팔', '#선팔맞팔', '#인친환영', '#팔로우미', '#압구정', '#분당', '#판교', '#용인', '#서울', '#경기', '#daily', '#dailylook', '#dailylife', '#ootd', '#ootdfashion', '#fashoin', '#makeup', '#fff', '#likeforlikes', '#likeforfollow', '#dailyinsta']"
::::오래 서있었더니 먼지가…..단지 서있어서 그런건가.. 청소를 안한건…::문의 031-897-8033 .::::::::::::::::::::#용인 #기흥구청 #용인맞춤정장#분당 #서현역 #남자코디룩 #분당맞춤정장골든타이 #분당맞춤셔츠 #판교 #남자로퍼 #수원맞춤셔츠 #매탄동 #맞팔선팔환영,2022-04-17,28,판교 현대백화점,"['#용인', '#기흥구청', '#용인맞춤정장', '#분당', '#서현역', '#남자코디룩', '#분당맞춤정장골든타이', '#분당맞춤셔츠', '#판교', '#남자로퍼', '#수원맞춤셔츠', '#매탄동', '#맞팔선팔환영']"
🌸...#벚꽃 #봄 #한강 #🌸 #daily #잠원한강공원 #이태원 #한남동 #판교,2022-04-17,81,,"['#벚꽃', '#봄', '#한강', '#', '#daily', '#잠원한강공원', '#이태원', '#한남동', '#판교']"
재범이오빠 결혼축하해:)#인스타그램#셀스타그램#얼스타그램#얼카#셀카#셀피#전신그램#결혼식#주말#판교#서울나들이#소통#좋아요#좋반#좋테#좋반테러반사,2022-04-17,20,,"['#인스타그램', '#셀스타그램', '#얼스타그램', '#얼카', '#셀카', '#셀피', '#전신그램', '#결혼식', '#주말', '#판교', '#서울나들이', '#소통', '#좋아요', '#좋반', '#좋테', '#좋반테러반사']"
젠틀가든💚❤️💛. .#데일리 #데일리룩 #데일리스타그램 #일상 #셀카 #셀피 #메이크업 #맞팔 #선팔맞팔 #인친환영 #팔로우미 #압구정 #분당 #판교 #용인 #서울 #경기 #daily #dailylook #dailylife #ootd #ootdfashion #fashoin #makeup #fff #likeforlikes #likeforfollow #dailyinsta,2022-04-17,38,도산대로한복판,"['#데일리', '#데일리룩', '#데일리스타그램', '#일상', '#셀카', '#셀피', '#메이크업', '#맞팔', '#선팔맞팔', '#인친환영', '#팔로우미', '#압구정', '#분당', '#판교', '#용인', '#서울', '#경기', '#daily', '#dailylook', '#dailylife', '#ootd', '#ootdfashion', '#fashoin', '#makeup', '#fff', '#likeforlikes', '#likeforfollow', '#dailyinsta']"
탁월한 사람들의 아침 #탁사아 의 오프 독서모임에 참여하였다. 요즘 내 독서량은 엉망중에서도 엉망이다. 그런데 성찰과 통찰의 시간은 비례하기 때문에 독서를 멈추면 안된다는 것을 잘 알고 있다. 집에서 판교까지 가려면 꽤 걸리는 시간이지만 오늘 정말 운이 좋은 날이다. 독서모임이 판교에서 열린다고 하니 판교현대백화점 기프트숍 띵굴에서 제품이 입점이 되는 약속이 생기고 10여년만에 대학 동기와 약속도 함께 이루어져 그야말로 하루에 3회의 다양한 과정을 격은 하루였다. 오래간만의 오프독서모임은 그야말로 알찬 시간과 서로의 관점과 배움의 깊이는 파도 파도 끝이 없다는 것을 다시 한번 생각하게 되었다. 감사합니다! 북대디님!! #판교 #카페두레브백현점 #독서 #독서모임 #자기개발 #모임 #소모임 #오프모임,2022-04-17,10,,"['#탁사아', '#판교', '#카페두레브백현점', '#독서', '#독서모임', '#자기개발', '#모임', '#소모임', '#오프모임']"
☕,2022-04-17,51,공각,[]
오늘의 판교 데이뚜❤️ #판교 #봄 #대이트 #시원한 #바람 #캠핑의자 #좋구나 #봄일세 #오랜만 #카페 #기분좋은 #하루,2022-04-17,21,경기도 성남,"['#판교', '#봄', '#대이트', '#시원한', '#바람', '#캠핑의자', '#좋구나', '#봄일세', '#오랜만', '#카페', '#기분좋은', '#하루']"
"너무 이쁘지만 짧게만 볼 수 있기에더 소중한 벚꽃과의 시간🌸올해도 너무 이쁘게 펴줘서, 좋은 추억 만들어줘서 고마워❤️이젠 내년에 보쟈🥹#석촌호수 #벚꽃 #벚꽃명소 #판교 #벚꽃안녕",2022-04-17,40,석촌호수 벚꽃길,"['#석촌호수', '#벚꽃', '#벚꽃명소', '#판교', '#벚꽃안녕']"
순금에서만 느낄 수 있는 금빛이 잘 표현된 20돈 팔각 체인 목걸이 입니다~💛#설렘주얼리,2022-04-17,9,경기도 용인시,['#설렘주얼리']
"#채영이의먹스타그램 #채또먹 #서른네번째피드 ...오랜만에 올리는거 제대로 된 음식으로 올리고싶어서 꾹 참았다. 뭘 올릴까 고민하다가 송계옥으로 당첨〰️첫번째는 성수점, 이번에는 판교점으로 방문했는데 여전히 맛있었고 사이드메뉴도 안 시켰으면 후회할뻔. 3시 오픈이라 2시 20분에 도착했는데 벌써부터 웨이팅 하려고 한두팀씩 줄 서 있었다. 하지만 그 사이에서 당당하게 1등^ㅗ^ 오픈시간 맞춰서 가실분들은 늦어도 2시30분까지는 오세여,, 2시반 되자마자 가게 앞 원격줄서기 기계가 작동하는데 이미 20분쯤에 5-6팀 정도 있었던 것 같다. 웨이팅 1-2시간도 전혀 아깝지 않고 주변사람들한테도 항상 추천해주고 싶은데 여긴 모든 지점이 다 웨이팅지옥이라 선뜻 말은 못하겠다,,여름에는 애월점으로 가야지~ 송계옥 도장깨기한다👊🏻.....#송계옥 #판교맛집 #판교 #송계옥판교점 #닭특수부위 #하이볼 #맛집추천 #맛집 #음식 #음식스타그램 #푸드스타그램 #먹스타그램 #먹스타 #맛집스타그램 #먹팔 #먹스타맞팔 #좋아요 #좋반 #좋아요반사 #맞팔 #맞팔환영 #소통 #첫줄 #첫줄반사 #fff #lfl #f4f",2022-04-17,150,판교,"['#채영이의먹스타그램', '#채또먹', '#서른네번째피드', '#송계옥', '#판교맛집', '#판교', '#송계옥판교점', '#닭특수부위', '#하이볼', '#', '#', '#', '#', '#', '#', '#먹스타', '#', '#', '#', '#', '#좋반', '#', '#', '#', '#', '#첫줄', '#첫줄반사', '#fff', '#lfl', '#f4f']"
가리니까 좀 볼만한가?,2022-04-17,150,,[]
#주말인데 회사나옴 #이런 직원 상 주셔야하지않나요 ㅎㅎ#얼릉 밀린 일하고 집에가쟈#일상 #주말 #판교 #금융인,2022-04-17,14,,"['#주말인데', '#이런', '#얼릉', '#일상', '#주말', '#판교', '#금융인']"
퍼스널컬러 말 안 듣는 친구와 잘 듣는 친구,2022-04-16,128,경주,[]
얼마만의 휴무인가. . .좋다좋아~~~!#직장인 #휴일 #휴식 #힐링 #판교 #파스타 #직장인 #주말 #나들이,2022-04-17,16,,"['#직장인', '#휴일', '#휴식', '#힐링', '#판교', '#파스타', '#직장인', '#주말', '#나들이']"
"울 엄마아빠랑 죽이 정말 잘 맞는 남편💛...노력하는거겠지만, 고마워🌼아침부터 부지런히 러닝하고 자전거타고 친정나들이하고🥰 #하루하루가귀한날씨인요즘#양재천 #판교 #나들이 #블루밍가든",2022-04-17,12,판교 아브뉴프랑 - Avenue France,"['#하루하루가귀한날씨인요즘', '#양재천', '#판교', '#나들이', '#블루밍가든']"
⠀일요일 리터치2개하고 친구랑 늦은점심~🙊배고파서 허겁지겁~ㅋ ㅋ소갈비 입에서 살살 녹음~양념소갈비도 냉면도 못찍음. ㅎ ㅎ가격은 사악한데 존맛탱구리~❤️⠀⠀⠀⠀⠀⠀#판교 #일요일 #우설화#우설화판교 #소갈비 #양념소갈비 #함흥냉면#점심약속 #맛집⠀,2022-04-17,125,우설화 판교점,"['#판교', '#일요일', '#우설화', '#우설화판교', '#소갈비', '#양념소갈비', '#함흥냉면', '#점심약속', '#맛집']"
🌼#판교 🐵#식사 🐘#돈암 🌸#비하동 🍁#성화 😨#대양 😢#홍제 🐘#흥덕구 🙍#시동 🙈#궁동 😦#석촌역 🌾#달성군,2022-04-17,None,,"['#판교', '#식사', '#돈암', '#비하동', '#성화', '#대양', '#홍제', '#흥덕구', '#시동', '#궁동', '#석촌역', '#달성군']"
자다가 눈떠보니 속초 🥹 주말은 눈물나게 좋다 #속초여행,2022-04-17,194,강원도 속초,['#속초여행']
아름다워,2022-04-17,70,Home,[]
🤭,2022-04-17,158,아트디파트먼트 Art Department,[]
클린 클린 클린 #clean #jerk#weightlifting #health #gym #muscl #daily #fashion #workout #instasize #판교 #판교크로스핏,2022-04-17,170,Crossfit Pan Gyo,"['#clean', '#jerk', '#weightlifting', '#health', '#gym', '#muscl', '#daily', '#fashion', '#workout', '#instasize', '#판교', '#판교크로스핏']"
남친대신 밸리곰🧸💖,2022-04-17,162,서울,[]
"내가 애정하는 곳❤️속초에 오면 무조건 들리는 곳외옹치 바다향기로,영금정바다가 시원하고 화려해서 좋아해요바다에 진심인 편🌊",2022-04-17,125,외옹치 바다향기로,[]
초록초록할때 라운딩 마렵다🤤🌱🌿..........#미용인 #맞팔 #소통 #인스타 #좋아요반사 #좋반 #분당남자머리 #분당 #판교 #성남 #미용 #メンズヘア #barber #골린이 #명랑골프 #골프웨어 #골프스타그램 #golf #golfswing,2022-04-17,55,세현cc,"['#미용인', '#맞팔', '#소통', '#인스타', '#좋아요반사', '#좋반', '#분당남자머리', '#분당', '#판교', '#성남', '#미용', '#', '#barber', '#골린이', '#명랑골프', '#골프웨어', '#골프스타그램', '#golf', '#golfswing']"
It means spring is here if there are flowers everywhere and if my hair is orange 😗😗 I had a great weekend🥺Türkiyeye gitmeme tam 10 gün kaldı 😍🥰🥳..............#selfie #selca #pangyeo #spring #flowers #happy #daily #dailylook #picoftheweekend #hanriver #seoul #셀피 #셀카 #셀스타그램 #얼스타그램 #봄 #데일리 #데일리룩 #일상 #판교 #한강 #선팔 #맞팔,2022-04-17,76,판교 화랑공원,"['#selfie', '#selca', '#pangyeo', '#spring', '#flowers', '#happy', '#daily', '#dailylook', '#picoftheweekend', '#hanriver', '#seoul', '#셀피', '#셀카', '#셀스타그램', '#얼스타그램', '#봄', '#데일리', '#데일리룩', '#일상', '#판교', '#한강', '#선팔', '#맞팔']"
#부활절 #전도축제12년전 처음으로 송구영신예배를 함께 가고오늘 두번째 함께 드리는 예배 #🙏🏻이제 수지로 이사 왔으니 매주 교회가장 #💕사진빨이 안 받아서 슬픈 #실물갑 #내친구 #판교 #브런치카페 #두레브 #주일,2022-04-17,63,,"['#부활절', '#전도축제12년전', '#', '#', '#실물갑', '#내친구', '#판교', '#브런치카페', '#두레브', '#주일']"
🐰,2022-04-17,196,,[]
#김섬_판교 #폴트버거 ⠀⠀⠀▫️🇺🇸▫️2월 오픈한 판교의 햄버거집▫️플레이트 종이까지 테니스 컨셉▫️버팔로윙도 의외로 맛있음▪️빌딩 안에서 커피까지 즐기세요⠀⠀⠀⠀,2022-04-17,3,Pangyo Techno Valley,"['#김섬', '#폴트버거']"
🥚햅삐이스터데이🥚갸루피스 할 수 있는거임 ? 찬양팀도 ?💓언니오빠들아 그리고 우리옌아 낵아 마니애낀당 💓,2022-04-17,68,,[]
"샤핑왔다가호우섬하나같이 다맛있구먼,,.....#호우섬 #판교 #판교맛집 #판교현대백화점 #성남맛집 #분당맛집 #주말 #쇼핑 #먹스타 #맛집투어 #배불러 #현대백화점판교점 #콧바람 #지름신 #일상",2022-04-17,113,현대백화점 판교점,"['#호우섬', '#판교', '#판교맛집', '#판교현대백화점', '#성남맛집', '#분당맛집', '#주말', '#쇼핑', '#먹스타', '#맛집투어', '#배불러', '#현대백화점판교점', '#콧바람', '#지름신', '#일상']"
🍸#남해 🍁#신림동 😪#여주 🍉#판교 🍺#아미 😴#학동역 😊#도곡동 🎅#방배 🐚#치평동 🍳#영양 😄#신도림 😍#경주,2022-04-17,None,,"['#남해', '#신림동', '#여주', '#판교', '#아미', '#학동역', '#도곡동', '#방배', '#치평동', '#영양', '#신도림', '#경주']"
가족이 점점 많아지다보니 챙기다 보면 일년내내 행사인 느낌그와중에 심적으로 가장 편하게?! 지나가는 #내생일😅#판교 #아비뉴프랑 #이렇게한살더 #자축 #주말,2022-04-17,11,판교 아브뉴프랑 - Avenue France,"['#내생일', '#판교', '#아비뉴프랑', '#이렇게한살더', '#자축', '#주말']"
판교에서 근무/거주하는 사람들 부러워지는 뷰 🥺_I envy the people who live or work in Pangyo because of this nice view 🥺_#봇들저류지공원 #판교공원 #도시의봄 #봄 #판교 #계획도시 #갤럭시노트20울트라 #botdeulpark #pangyopark #springcity #spring #pangyo #galaxynote20ultra,2022-04-17,6,봇들저류지공원,"['#봇들저류지공원', '#판교공원', '#도시의봄', '#봄', '#판교', '#계획도시', '#갤럭시노트20울트라', '#botdeulpark', '#pangyopark', '#springcity', '#spring', '#pangyo', '#galaxynote20ultra']"
다시 고등학생 되고싶어...#서울 #석촌 #잠실 #교복 #롯데월드 #이미지사진 #성남 #분당 #판교 #일상 #일상스타그램 #데일리 #데일리룩 #소통 #좋아요 #좋아요그램 #선팔 #맞팔 #좋튀 #팔로우,2022-04-17,66,송리단길 SongniDan-gil,"['#서울', '#석촌', '#잠실', '#교복', '#롯데월드', '#이미지사진', '#성남', '#분당', '#판교', '#일상', '#일상스타그램', '#데일리', '#데일리룩', '#소통', '#좋아요', '#좋아요그램', '#선팔', '#맞팔', '#좋튀', '#팔로우']"
-#판교#화랑공원 #날씨좋은날 공원 넘 좋은데 배터리방전😣근처 생태학습원도 좋았는데 사진도못찍고 ㅠ오늘도 울애기 잘놀았네 주말안녕🖐,2022-04-17,21,,"['#판교', '#화랑공원', '#날씨좋은날']"
#992일♡.오늘도 너무 알찬 하루우우우우우우!간만에 만난 소정이랑 혀누❣️너무 웃기고 잼썼다 🤣또 만나 ❣️..#육아#육아맘#육아일기#육아스타그램#4살#일상#데일리#소통#선팔#맞팔#좋반#판교#대장동,2022-04-17,16,,"['#992일', '#육아', '#육아맘', '#육아일기', '#육아스타그램', '#4살', '#일상', '#데일리', '#소통', '#선팔', '#맞팔', '#좋반', '#판교', '#대장동']"
"[신승반점]오늘은 판교 현대백화점에 있는 신승반점 갔습니다.여긴 유니짜장 장난없죠.유니짜장 2개랑 잡탕밥 하나 시켜서 먹었습니다.잡탕밥은 진짜 해물, 버섯이 큼직큼직 많이 들어가있어서먹을때 식감도 대박이고, 전 특히 죽순과 해삼이 같이 씹힐 때넘 맛있고 좋드라구요.유니짜장도 자잘한 건더기 엄청 많아서 먹을때 심심할 순간없이 계속해서 뭔가 부드럽게 씹혀요.그리고 나올 때 계란 후라이도 하나 올려주시니맛은 더할나위 없겠죠. 대신 가격이...자장면 한그릇에 구천원 ㅠㅠ오늘도 30분 정도 줄서다 들어갔는데,항상 이 정도는 대기탄것 같습니다.비싸지만 참 맛있게 먹었고, 전 잡탕밥이 진짜 맛있는 것 같아요.#신승반점 #자장면 #유니짜장 #유니짜장맛집 #판교 #판교맛집 #현대백화점판교점 #판교현백맛집 #잡탕밥 #잡탕밥맛집 #중국집추천👍 #잡탕밥👍 #밥술무라",2022-04-17,None,현대백화점 판교점,"['#신승반점', '#자장면', '#유니짜장', '#유니짜장맛집', '#판교', '#판교맛집', '#현대백화점판교점', '#판교현백맛집', '#잡탕밥', '#잡탕밥맛집', '#중국집추천', '#잡탕밥', '#밥술무라']"
친구야 밥 다먹었으면 향교가자판교 좋아! 커피도 마시고!.#판교 #아니고 #향교#조선시대 #중고등학교 #교육기관 #양주향교#여전히 #지편한대로 #듣는 #나의 #19년지기,2022-04-17,15,양주향교,"['#판교', '#아니고', '#향교', '#조선시대', '#중고등학교', '#교육기관', '#양주향교', '#여전히', '#지편한대로', '#듣는', '#나의', '#19년지기']"
#졸려 #봄 #인스타 #오후 #카페 #갈래 #벚꽃 #보러가자 #롯데월드 #에버랜드 #단발 #배고파 #3개월전 #피어싱 #옷 #메이크업 #나른 #나른한오후 #판교 #서현 #맛있어 #놀러가자 #4월 #추천 #오물오물 #식당 #친구들 #놀이공원 #간다고 #염색,2022-04-17,3,,"['#졸려', '#봄', '#인스타', '#오후', '#카페', '#갈래', '#벚꽃', '#보러가자', '#롯데월드', '#에버랜드', '#단발', '#배고파', '#3개월전', '#피어싱', '#옷', '#메이크업', '#나른', '#나른한오후', '#판교', '#서현', '#맛있어', '#놀러가자', '#4월', '#추천', '#오물오물', '#식당', '#친구들', '#놀이공원', '#간다고', '#염색']"
마지막 벚꽃 태연이 사진은 실패 ㅠ으으으으으으꽃이 다 졌다ㅠㅠ속상하네,2022-04-17,57,,[]
티없이 맑은 하늘☀️,2022-04-17,4,현대백화점 판교점,[]
털어서 말려주기만 하면 되는 가르마펌✨........문의는 편하게 DM주세요📩예약은 네이버 or 카카오 or 디엠 전부 가능합니다🤍,2022-01-18,50,,[]
"딥블루💙........탈색2회이상 필요한 시술입니당밝기, 채도 조절 / 색상 변경 가능합니다♡´･ᴗ･`♡ 문의는 편하게 DM주세요📩예약은 네이버 or 카카오 or 디엠 전부 가능합니다🤍",2022-01-16,45,,[]
"-안녕하세요 분당 야탑동에 위치한 분당유소년 풋볼클럽(BYF) U-12 입니다. 2022년4월17일vision cup1학년 준우승4학년 준우승5학년 준우승2022년 기준 선수모집👍1학년9명2학년3명3학년8명4학년1명5학년2명축구선수육성 전문 축구클럽2022년 대한축구협회 1종 등록완료7세~5학년 선수들 집중 모집합니다.👉선수모집- 7세반 (육성반)⚽️훈련일정 화,토 (주2회)- 1학년,2학년(선수반)⚽️훈련일정 화,목,토 (주3회)- 3학년 , 4학년 , 5학년 (선수반)⚽️훈련일정 월,수,목,금,토 (주5회)☎️문의방법코   치  : 010-4802-4277인스타그램 DM💌차량가능지역 : 성남 , 분당 , 위례 , 죽전 , 수지 , 경기도광주,용인지역 , 서울, 판교#분당 유소년풋볼클럽 #BYF #선수반 #선수반축구 #1종 #1종팀 #대한축구협회 #성남축구#유소년 #유소년축구 #선수육성#분당축구클럽 #성남축구클럽#수내동 #정자동 #이매동#성남 #분당 #모란 #판교 #성남맘 #분당맘 #용인맘#광주맘#송파맘#판교#분당유소년 #분당유소년풋볼클럽",2022-04-17,59,,"['#분당', '#BYF', '#선수반', '#선수반축구', '#1종', '#1종팀', '#대한축구협회', '#성남축구', '#유소년', '#유소년축구', '#선수육성', '#분당축구클럽', '#성남축구클럽', '#수내동', '#정자동', '#이매동', '#성남', '#분당', '#모란', '#판교', '#성남맘', '#분당맘', '#용인맘', '#광주맘', '#송파맘', '#판교', '#분당유소년', '#분당유소년풋볼클럽']"
2022🌸,2022-04-17,30,,[]
겨울에 1년저언#졸려 #봄 #인스타 #오후 #카페 #갈래 #벚꽃 #보러가자 #롯데월드 #에버랜드 #단발 #배고파 #3개월전 #피어싱 #옷 #메이크업 #나른 #나른한오후 #판교 #서현 #맛있어 #놀러가자 #4월 #추천 #오물오물 #식당 #친구들 #놀이공원 #간다고 #염색,2022-04-17,3,,"['#졸려', '#봄', '#인스타', '#오후', '#카페', '#갈래', '#벚꽃', '#보러가자', '#롯데월드', '#에버랜드', '#단발', '#배고파', '#3개월전', '#피어싱', '#옷', '#메이크업', '#나른', '#나른한오후', '#판교', '#서현', '#맛있어', '#놀러가자', '#4월', '#추천', '#오물오물', '#식당', '#친구들', '#놀이공원', '#간다고', '#염색']"
ㅡ성남시 청소년 어울림마당 개막식‼️바스타즈 선수반 이제 대회 준비도 잘해보쟈🔥..#치어리딩#치어리더#치어댄스#체초#방송댄스#생활체육#취미반#바스타즈치어리딩#화이팅‼️#경기도#용인#기흥#보정동#상현동#풍덕천동#성복동#신봉동#동천동#구성#마북#죽전#바스타즈❣️#성남#청소년어울림마당#판교#청소년수련관,2022-04-17,146,판교청소년수련관,"['#치어리딩', '#치어리더', '#치어댄스', '#체초', '#방송댄스', '#생활체육', '#취미반', '#바스타즈치어리딩', '#화이팅', '#경기도', '#용인', '#기흥', '#보정동', '#상현동', '#풍덕천동', '#성복동', '#신봉동', '#동천동', '#구성', '#마북', '#죽전', '#바스타즈', '#성남', '#청소년어울림마당', '#판교', '#청소년수련관']"
감성적 느낌 ✨,2022-04-17,92,"Incheon, South Korea",[]
"예수께서 그 어린 아이들을 불러 가까이 하시고 이르시되 어린 아이들이 내게 오는 것을 용납하고 금하지 말라 하나님의 나라가 이런 자의 것이니라 (눅18:16)But Jesus called them unto him, and said, Suffer little children to come unto me, and forbid them not: for of such is the kingdom of God. (Luke 18:16, KJV)#illustrationforkids #illustgram #illust #art #drawing #ipaddrawing #procreate #logo #bus #판교 #대장동 #금곡동 #이음교회 #미취학부서 #로고디자인 #프로크리에이트 #아이패드그림",2022-04-17,45,,"['#illustrationforkids', '#illustgram', '#illust', '#art', '#drawing', '#ipaddrawing', '#procreate', '#logo', '#bus', '#판교', '#대장동', '#금곡동', '#이음교회', '#미취학부서', '#로고디자인', '#프로크리에이트', '#아이패드그림']"
주말엔 등산후 간단히 소주한잔...#등산#금토산#불곡산#고추장찌개#술안주#혼술#판교#미금#분당,2022-04-17,27,,"['#등산', '#금토산', '#불곡산', '#고추장찌개', '#술안주', '#혼술', '#판교', '#미금', '#분당']"
#이사 #판교,2022-04-17,5,,"['#이사', '#판교']"
빵한입 나무한번🧃,2022-04-17,5,백현동 카페거리,[]
잔디위에서 낮맥🍺,2022-04-17,6,백현동 카페거리,[]
낮술하기 최고의날씨🍺,2022-04-17,None,올드스탠드,[]
와이프랑 코엑스&판교 투어아들과 투샷와이프는 베스트 드라이버 난 십자드라이버.#베이비페어 #판교 #애기 #아기 #이로운 #아들 #사랑해 #첫째 #아기스타그램 #애기스타그램 #가족스타그램 #성장앨범 #소띠아기 #흰소띠아기 #육아소통 #육아 #육아스타그램 #육아는장비빨 #21년생 #9개월아기 #어린이 #웃는아이 #미소 #눈웃음 #윰차 #유모차 #앙파파티딩러스크 #루솔사과퓨레 #마키노차야 #뷔페,2022-04-17,32,,"['#베이비페어', '#판교', '#애기', '#아기', '#이로운', '#아들', '#사랑해', '#첫째', '#아기스타그램', '#애기스타그램', '#가족스타그램', '#성장앨범', '#소띠아기', '#흰소띠아기', '#육아소통', '#육아', '#육아스타그램', '#육아는장비빨', '#21년생', '#9개월아기', '#어린이', '#웃는아이', '#미소', '#눈웃음', '#윰차', '#유모차', '#앙파파티딩러스크', '#루솔사과퓨레', '#마키노차야', '#뷔페']"
.벽타기 좋은 날이었다.!.실력은 그렇지 못했다..!.#클라이밍 #운동 #봄 #취미 #판교 #외벽 #아늑 #클라임홀릭👍,2022-04-17,58,불꽃교회,"['#클라이밍', '#운동', '#봄', '#취미', '#판교', '#외벽', '#아늑', '#클라임홀릭']"
개구리🐸와 고양이🐱,2022-04-17,267,현대백화점 판교점,[]
"어제는 전국소년체육대회 경기도 대표 선발전이 있었어요😊저희 라리에서 초등 3명,중등 1명이 출전했구요결과는!!👉🏻홍수아 선수가 경기도 대표선수가 되었답니다😀그외에 이유빈,정지호선수도 잘해서 좋은 성적으로 마무리를 했습니다. 👍🏻초등부💓홍수아 종합 2위종목별 (후프1위,곤봉1위)💓이유빈 종합 3위종목별 (볼3위,곤봉3위,리본3위)💓정지호 종합 4위  (곤봉2위,리본1위) 를 모두 라리에서 했답니다. 🤭🤭👍🏻중등부에서는 이은채선수가 손가락부상에도 꿋꿋이 참고 대회에 임했지만, 아쉽게도😖 좋은경험으로 마무리를 지었답니다. 모두모두 수고 많았어요❤️그리고 너무 잘했어요😘😘그리고 수고해주신 조정아선생님, 유지인선생님 감사합니다 ☺️💓",2022-04-17,53,광주시,[]
날씨가 좋아 잠깐 동네 근처에서 기분 전환. #판교#잠봉뵈르#공간도귀엽네,2022-04-17,19,,"['#판교', '#잠봉뵈르', '#공간도귀엽네']"
여유있는 일요일 오후 즐거운 티타임💕귀요미 그녀덕에 처음으로 레고샾도 가고 ~~#일요일#약속#판교#티타임#선물#일상#치즈케익🍰#수다삼매경#현대백화점#감사해#주말데이트#득템,2022-04-17,17,,"['#일요일', '#약속', '#판교', '#티타임', '#선물', '#일상', '#치즈케익', '#수다삼매경', '#현대백화점', '#감사해', '#주말데이트', '#득템']"
